,0,1,2,3,4,5,6,7,8,9,10,11,12,13
1627,2592.0,2894.0,36.0,54.0,122.0,97.0,25.0,8.0,9.0,1209.0,74.0,15.0,28.0,68.0
1628,26.0,11.0,17.0,16.0,106.0,1332.0,518.0,2.0,16.0,5236.0,29.0,24.0,50.0,21.0
1629,2792.0,4683.0,43.0,53.0,125.0,51.0,19.0,5.0,19.0,88.0,1101.0,61.0,5.0,463.0
1630,2240.0,4281.0,59.0,71.0,849.0,5606.0,32.0,17.0,46.0,3348.0,1291.0,319.0,89.0,276.0
1631,1048.0,2296.0,15.0,40.0,64.0,44.0,13.0,3.0,12.0,28.0,1354.0,80.0,14.0,21.0
1632,33.0,345.0,23.0,1732.0,115.0,87.0,29.0,4.0,27.0,105.0,510.0,20.0,11.0,13.0
1633,1486.0,2378.0,19.0,40.0,101.0,21.0,15.0,5.0,11.0,54.0,810.0,166.0,71.0,61.0
1634,23.0,15.0,11.0,25.0,97.0,1184.0,498.0,5.0,25.0,3610.0,21.0,21.0,46.0,14.0
1635,20.0,15.0,10.0,21.0,93.0,1991.0,306.0,7.0,19.0,4974.0,21.0,28.0,55.0,19.0
1636,1283.0,61.0,1155.0,26.0,94.0,19.0,60.0,6.0,12.0,198.0,340.0,9.0,6.0,132.0
1637,740.0,17.0,4576.0,26.0,105.0,27.0,16.0,7.0,22.0,43.0,686.0,35.0,14.0,234.0
1638,3340.0,2879.0,39.0,41.0,118.0,41.0,10.0,5.0,10.0,809.0,49.0,12.0,11.0,40.0
1639,1401.0,82.0,6293.0,25.0,105.0,31.0,18.0,10.0,25.0,2847.0,26.0,21.0,18.0,191.0
1640,1666.0,4325.0,43.0,33.0,111.0,31.0,14.0,7.0,34.0,47.0,1310.0,85.0,8.0,340.0
1641,2130.0,2935.0,43.0,37.0,109.0,35.0,12.0,9.0,11.0,1989.0,12.0,17.0,10.0,149.0
1642,2371.0,2651.0,22.0,30.0,103.0,52.0,21.0,12.0,6.0,960.0,48.0,25.0,6.0,291.0
1643,42.0,529.0,37.0,1409.0,97.0,37.0,20.0,3.0,20.0,352.0,212.0,21.0,10.0,15.0
1644,46.0,30.0,54.0,37.0,112.0,52.0,24.0,1003.0,35.0,8174.0,33.0,30.0,14.0,27.0
1645,30.0,16.0,518.0,27.0,94.0,1630.0,369.0,5.0,7.0,4849.0,22.0,24.0,17.0,20.0
1646,3042.0,2618.0,37.0,42.0,109.0,40.0,20.0,6.0,13.0,3178.0,13.0,20.0,4.0,208.0
1647,815.0,2337.0,20.0,37.0,127.0,88.0,7.0,8.0,439.0,53.0,915.0,60.0,73.0,27.0
1648,26.0,17.0,5.0,31.0,99.0,2344.0,393.0,5.0,12.0,3917.0,21.0,15.0,53.0,14.0
1649,13.0,449.0,10.0,1026.0,105.0,26.0,16.0,6.0,5.0,50.0,554.0,15.0,2.0,9.0
1650,2256.0,2091.0,19.0,30.0,101.0,26.0,10.0,2.0,3.0,1607.0,33.0,28.0,8.0,68.0
1651,16.0,12.0,7.0,33.0,93.0,20.0,18.0,594.0,8.0,2769.0,22.0,18.0,4.0,16.0
1652,3734.0,2199.0,19.0,37.0,88.0,42.0,37.0,9.0,32.0,3064.0,25.0,28.0,6.0,268.0
1653,19.0,22.0,33.0,25.0,90.0,24.0,28.0,623.0,47.0,2451.0,29.0,16.0,9.0,15.0
1654,1507.0,3105.0,23.0,36.0,112.0,40.0,14.0,4.0,47.0,40.0,1245.0,58.0,9.0,20.0
1655,50.0,340.0,31.0,1240.0,250.0,39.0,14.0,4.0,8.0,81.0,477.0,35.0,12.0,19.0
1656,1140.0,37.0,5849.0,30.0,118.0,28.0,15.0,8.0,33.0,151.0,457.0,28.0,6.0,337.0
1657,21.0,229.0,10.0,763.0,137.0,114.0,11.0,4.0,12.0,355.0,194.0,22.0,7.0,10.0
1658,2228.0,30.0,735.0,51.0,638.0,2916.0,21.0,6.0,14.0,1059.0,255.0,41.0,34.0,89.0
1659,2358.0,37.0,8024.0,32.0,142.0,40.0,40.0,12.0,22.0,4622.0,40.0,32.0,12.0,202.0
1660,1882.0,43.0,4261.0,21.0,135.0,58.0,24.0,3.0,13.0,62.0,2213.0,122.0,89.0,14.0
1661,33.0,29.0,12.0,25.0,106.0,34.0,17.0,1298.0,20.0,4184.0,12.0,27.0,10.0,9.0
1662,26.0,192.0,12.0,565.0,97.0,81.0,19.0,9.0,4.0,97.0,255.0,16.0,9.0,3.0
1663,955.0,3823.0,26.0,42.0,123.0,33.0,17.0,5.0,29.0,70.0,619.0,77.0,5.0,329.0
1664,35.0,16.0,20.0,34.0,111.0,1030.0,388.0,9.0,15.0,4249.0,24.0,19.0,94.0,16.0
1665,303.0,177.0,17.0,31.0,1375.0,4054.0,269.0,38.0,17.0,5069.0,137.0,36.0,45.0,29.0
1666,2587.0,3057.0,29.0,53.0,93.0,69.0,12.0,5.0,15.0,2283.0,19.0,30.0,13.0,192.0
1667,2794.0,2401.0,28.0,46.0,91.0,43.0,18.0,7.0,17.0,2648.0,19.0,26.0,16.0,56.0
1668,2141.0,29.0,5876.0,20.0,132.0,39.0,18.0,2.0,12.0,128.0,1588.0,62.0,129.0,10.0
1669,2073.0,21.0,3278.0,19.0,170.0,223.0,45.0,3.0,11.0,137.0,636.0,87.0,9.0,271.0
1670,2369.0,2460.0,31.0,41.0,122.0,18.0,23.0,4.0,22.0,2739.0,12.0,45.0,8.0,171.0
1671,4524.0,5423.0,36.0,63.0,118.0,72.0,24.0,4.0,41.0,178.0,1497.0,311.0,43.0,256.0
1672,2000.0,22.0,4232.0,27.0,78.0,18.0,23.0,2.0,10.0,311.0,338.0,20.0,10.0,245.0
1673,1200.0,20.0,5657.0,25.0,116.0,20.0,104.0,1.0,38.0,119.0,534.0,15.0,22.0,237.0
1674,1767.0,30.0,3898.0,36.0,117.0,34.0,18.0,6.0,8.0,64.0,1715.0,67.0,72.0,11.0
1675,1797.0,26.0,6382.0,38.0,112.0,36.0,23.0,4.0,10.0,103.0,1175.0,309.0,60.0,62.0
1676,41.0,342.0,18.0,955.0,115.0,36.0,62.0,1.0,11.0,618.0,206.0,17.0,4.0,5.0
1677,12.0,8.0,81.0,19.0,92.0,30.0,20.0,401.0,23.0,2630.0,15.0,28.0,9.0,6.0
1678,2056.0,3310.0,25.0,34.0,62.0,24.0,7.0,0.0,13.0,85.0,1619.0,241.0,12.0,12.0
1679,2109.0,2202.0,19.0,30.0,122.0,64.0,11.0,1.0,19.0,40.0,1002.0,17.0,54.0,101.0
1680,2669.0,2443.0,20.0,34.0,110.0,50.0,18.0,5.0,13.0,1498.0,23.0,20.0,6.0,157.0
1681,4455.0,4347.0,44.0,1674.0,127.0,61.0,37.0,962.0,35.0,5433.0,617.0,58.0,10.0,161.0
1682,1613.0,3138.0,22.0,37.0,133.0,50.0,13.0,0.0,37.0,139.0,541.0,65.0,22.0,124.0
1683,2292.0,17.0,7777.0,20.0,112.0,25.0,18.0,8.0,13.0,131.0,1038.0,51.0,15.0,8.0
1684,19.0,31.0,10.0,24.0,107.0,36.0,17.0,584.0,14.0,1996.0,16.0,24.0,9.0,17.0
1685,1658.0,30.0,8391.0,32.0,131.0,25.0,42.0,10.0,16.0,3158.0,28.0,94.0,21.0,46.0
1686,18.0,350.0,36.0,1802.0,239.0,61.0,17.0,7.0,45.0,52.0,464.0,20.0,10.0,9.0
1687,29.0,25.0,12.0,26.0,88.0,32.0,12.0,438.0,7.0,1851.0,21.0,15.0,5.0,15.0
1688,2113.0,4719.0,42.0,62.0,255.0,195.0,37.0,11.0,28.0,105.0,4218.0,56.0,18.0,174.0
1689,1691.0,3939.0,26.0,45.0,135.0,75.0,24.0,6.0,23.0,133.0,392.0,288.0,6.0,214.0
1690,1636.0,19.0,4538.0,33.0,118.0,29.0,16.0,1.0,17.0,124.0,661.0,22.0,13.0,306.0
1691,11.0,451.0,169.0,1452.0,142.0,131.0,20.0,1.0,17.0,49.0,534.0,14.0,14.0,7.0
1692,47.0,658.0,12.0,64.0,232.0,415.0,17.0,1.0,5.0,73.0,484.0,14.0,3.0,16.0
1693,19.0,462.0,32.0,1204.0,116.0,26.0,17.0,4.0,70.0,286.0,284.0,76.0,4.0,11.0
1694,484.0,2259.0,40.0,45.0,1296.0,5471.0,28.0,7.0,42.0,77.0,762.0,27.0,11.0,105.0
1695,1342.0,3120.0,51.0,1305.0,108.0,94.0,479.0,7.0,115.0,71.0,2124.0,35.0,43.0,52.0
1696,7.0,511.0,12.0,1305.0,92.0,62.0,15.0,3.0,15.0,806.0,81.0,16.0,8.0,14.0
1697,1976.0,2093.0,18.0,35.0,93.0,17.0,14.0,7.0,10.0,2113.0,16.0,15.0,4.0,90.0
1698,2101.0,266.0,3606.0,1134.0,147.0,81.0,17.0,7.0,19.0,1904.0,361.0,26.0,4.0,80.0
1699,12.0,218.0,10.0,550.0,89.0,36.0,16.0,2.0,8.0,280.0,157.0,15.0,11.0,6.0
1700,19.0,363.0,29.0,773.0,85.0,22.0,24.0,2.0,16.0,140.0,185.0,24.0,3.0,10.0
1701,1746.0,3803.0,32.0,50.0,83.0,15.0,11.0,2.0,129.0,119.0,712.0,16.0,9.0,199.0
1702,3330.0,2275.0,50.0,47.0,221.0,625.0,734.0,5.0,26.0,4878.0,48.0,30.0,64.0,218.0
1703,27.0,29.0,23.0,48.0,127.0,3097.0,684.0,4.0,21.0,10442.0,44.0,35.0,113.0,31.0
1704,52.0,27.0,34.0,22.0,107.0,1486.0,195.0,4.0,10.0,3655.0,23.0,17.0,35.0,15.0
1705,1782.0,28.0,3150.0,26.0,138.0,49.0,22.0,6.0,33.0,676.0,61.0,25.0,6.0,300.0
1706,1936.0,4405.0,39.0,48.0,118.0,47.0,17.0,3.0,9.0,45.0,1223.0,68.0,13.0,281.0
1707,2837.0,2198.0,37.0,77.0,1701.0,2250.0,15.0,10.0,28.0,2615.0,132.0,38.0,16.0,59.0
1708,37.0,168.0,17.0,641.0,87.0,34.0,11.0,4.0,14.0,2978.0,28.0,20.0,3.0,13.0
1709,57.0,290.0,27.0,975.0,107.0,53.0,20.0,5.0,7.0,39.0,385.0,12.0,7.0,12.0
1710,18.0,267.0,15.0,1425.0,132.0,63.0,29.0,3.0,16.0,59.0,615.0,20.0,9.0,9.0
1711,1742.0,3682.0,26.0,63.0,86.0,22.0,16.0,1.0,86.0,33.0,573.0,176.0,5.0,135.0
1712,3210.0,2373.0,24.0,39.0,106.0,31.0,14.0,12.0,78.0,49.0,665.0,17.0,4.0,164.0
1713,4620.0,3497.0,43.0,41.0,112.0,59.0,19.0,8.0,47.0,53.0,1192.0,35.0,8.0,291.0
1714,1373.0,4127.0,29.0,40.0,98.0,19.0,14.0,3.0,70.0,70.0,839.0,26.0,1.0,493.0
1715,1412.0,15.0,2615.0,20.0,103.0,17.0,227.0,3.0,7.0,129.0,869.0,15.0,13.0,221.0
1716,23.0,16.0,22.0,17.0,86.0,973.0,542.0,6.0,16.0,3664.0,20.0,15.0,25.0,10.0
1717,35.0,96.0,32.0,679.0,131.0,24.0,11.0,5.0,45.0,37.0,433.0,32.0,4.0,15.0
1718,14.0,212.0,11.0,791.0,78.0,15.0,18.0,2.0,27.0,290.0,86.0,17.0,6.0,3.0
1719,58.0,393.0,21.0,1851.0,134.0,46.0,18.0,51.0,32.0,134.0,409.0,29.0,5.0,15.0
1720,2545.0,26.0,6863.0,27.0,125.0,32.0,22.0,6.0,11.0,3317.0,31.0,35.0,8.0,281.0
1721,19.0,14.0,12.0,25.0,102.0,34.0,23.0,497.0,40.0,3583.0,18.0,22.0,9.0,9.0
1722,2315.0,29.0,6033.0,30.0,169.0,129.0,27.0,4.0,17.0,101.0,2707.0,236.0,16.0,15.0
1723,3444.0,3722.0,40.0,55.0,134.0,35.0,28.0,10.0,278.0,79.0,2392.0,38.0,48.0,16.0
1724,34.0,32.0,14.0,25.0,80.0,20.0,17.0,298.0,10.0,2528.0,23.0,22.0,6.0,15.0
1725,9.0,274.0,16.0,1481.0,146.0,50.0,20.0,1.0,25.0,37.0,350.0,14.0,10.0,12.0
1726,18.0,16.0,21.0,34.0,138.0,181.0,33.0,947.0,131.0,4428.0,26.0,29.0,8.0,15.0
1727,39.0,243.0,15.0,1000.0,137.0,69.0,20.0,7.0,12.0,64.0,387.0,12.0,7.0,11.0
1728,2232.0,1956.0,31.0,28.0,100.0,27.0,15.0,3.0,466.0,53.0,619.0,33.0,21.0,30.0
1729,19.0,149.0,24.0,1280.0,141.0,38.0,15.0,3.0,23.0,36.0,505.0,14.0,3.0,9.0
1730,24.0,26.0,11.0,20.0,86.0,869.0,309.0,3.0,11.0,3951.0,16.0,15.0,51.0,6.0
1731,1954.0,3229.0,22.0,40.0,101.0,110.0,20.0,3.0,219.0,35.0,1387.0,35.0,61.0,33.0
1732,1239.0,2243.0,20.0,37.0,104.0,29.0,11.0,5.0,74.0,41.0,698.0,11.0,7.0,123.0
1733,244.0,135.0,44.0,15.0,84.0,984.0,354.0,901.0,10.0,4390.0,28.0,23.0,60.0,14.0
1734,3969.0,3483.0,24.0,44.0,204.0,321.0,16.0,5.0,84.0,42.0,1321.0,27.0,13.0,160.0
1735,1776.0,14.0,2651.0,35.0,122.0,46.0,15.0,8.0,6.0,189.0,460.0,17.0,12.0,255.0
1736,5487.0,2619.0,27.0,53.0,81.0,43.0,24.0,6.0,19.0,3179.0,15.0,16.0,9.0,111.0
1737,3467.0,38.0,3139.0,49.0,201.0,46.0,41.0,15.0,30.0,4610.0,37.0,185.0,210.0,23.0
1738,84.0,623.0,25.0,2339.0,120.0,96.0,49.0,5.0,13.0,519.0,452.0,46.0,18.0,22.0
1739,17.0,14.0,16.0,20.0,100.0,37.0,14.0,811.0,31.0,3683.0,20.0,25.0,13.0,17.0
1740,28.0,470.0,27.0,1904.0,116.0,66.0,13.0,4.0,8.0,176.0,416.0,16.0,7.0,13.0
1741,536.0,21.0,2103.0,31.0,141.0,1418.0,619.0,5.0,13.0,7003.0,35.0,38.0,72.0,152.0
1742,28.0,34.0,10.0,21.0,110.0,1331.0,371.0,8.0,11.0,2869.0,26.0,18.0,65.0,16.0
1743,1480.0,2617.0,15.0,28.0,119.0,63.0,19.0,6.0,11.0,61.0,1247.0,218.0,46.0,87.0
1744,1512.0,28.0,6327.0,35.0,130.0,51.0,21.0,6.0,18.0,442.0,135.0,71.0,6.0,62.0
1745,786.0,41.0,1603.0,23.0,122.0,24.0,33.0,0.0,21.0,155.0,630.0,19.0,5.0,282.0
1746,3006.0,3338.0,19.0,44.0,116.0,84.0,15.0,4.0,32.0,165.0,343.0,14.0,60.0,143.0
1747,3432.0,3112.0,47.0,40.0,153.0,77.0,22.0,6.0,17.0,2405.0,24.0,20.0,12.0,185.0
1748,2330.0,2582.0,50.0,43.0,99.0,11.0,23.0,9.0,48.0,150.0,226.0,17.0,9.0,268.0
1749,38.0,263.0,13.0,752.0,115.0,31.0,25.0,4.0,126.0,358.0,339.0,34.0,9.0,18.0
1750,3146.0,4001.0,28.0,55.0,97.0,26.0,18.0,7.0,88.0,35.0,1204.0,97.0,15.0,295.0
1751,1715.0,32.0,7096.0,33.0,133.0,22.0,30.0,8.0,17.0,3741.0,16.0,26.0,10.0,194.0
1752,2267.0,18.0,6186.0,35.0,126.0,42.0,19.0,7.0,8.0,60.0,1843.0,265.0,76.0,44.0
1753,2187.0,2030.0,23.0,43.0,90.0,33.0,10.0,6.0,9.0,2884.0,23.0,15.0,6.0,106.0
1754,1470.0,44.0,8306.0,39.0,139.0,74.0,34.0,6.0,12.0,3483.0,27.0,29.0,14.0,214.0
1755,45.0,332.0,17.0,1423.0,113.0,51.0,13.0,9.0,33.0,294.0,222.0,66.0,3.0,5.0
1756,2392.0,28.0,6695.0,26.0,113.0,25.0,27.0,6.0,24.0,100.0,1461.0,40.0,39.0,177.0
1757,2913.0,4599.0,28.0,52.0,99.0,29.0,25.0,5.0,75.0,62.0,1280.0,27.0,8.0,243.0
1758,1662.0,24.0,3264.0,27.0,97.0,136.0,23.0,2.0,9.0,46.0,1513.0,42.0,35.0,17.0
1759,1701.0,3531.0,25.0,42.0,99.0,37.0,16.0,13.0,16.0,95.0,1525.0,76.0,11.0,65.0
1760,58.0,344.0,38.0,66.0,119.0,85.0,52.0,3.0,10.0,163.0,222.0,11.0,5.0,10.0
1761,2293.0,34.0,7334.0,43.0,2772.0,5732.0,46.0,7.0,34.0,326.0,730.0,43.0,19.0,347.0
1762,24.0,406.0,28.0,798.0,94.0,28.0,16.0,4.0,7.0,76.0,350.0,8.0,6.0,3.0
1763,11.0,11.0,5.0,19.0,88.0,31.0,20.0,578.0,20.0,3279.0,20.0,13.0,13.0,11.0
1764,2133.0,1439.0,18.0,31.0,71.0,24.0,11.0,7.0,7.0,1386.0,16.0,16.0,3.0,101.0
1765,73.0,411.0,52.0,1368.0,132.0,73.0,16.0,5.0,62.0,73.0,438.0,23.0,2.0,14.0
1766,2497.0,68.0,7581.0,29.0,140.0,30.0,25.0,4.0,18.0,3630.0,30.0,35.0,20.0,90.0
1767,1823.0,35.0,7562.0,37.0,183.0,135.0,28.0,5.0,19.0,3950.0,40.0,35.0,13.0,281.0
1768,33.0,18.0,24.0,33.0,121.0,1771.0,411.0,8.0,6.0,6168.0,20.0,23.0,59.0,24.0
1769,35.0,501.0,34.0,1335.0,121.0,48.0,19.0,4.0,27.0,183.0,248.0,9.0,4.0,8.0
1770,1500.0,2949.0,19.0,34.0,88.0,115.0,21.0,5.0,139.0,152.0,328.0,67.0,11.0,207.0
1771,43.0,223.0,36.0,1416.0,119.0,55.0,21.0,4.0,18.0,44.0,350.0,10.0,3.0,14.0
1772,17.0,8.0,31.0,21.0,92.0,1152.0,356.0,10.0,5.0,3913.0,24.0,18.0,105.0,14.0
1773,3610.0,3617.0,33.0,48.0,94.0,23.0,23.0,5.0,11.0,1542.0,18.0,13.0,10.0,124.0
1774,4446.0,2949.0,28.0,44.0,135.0,45.0,22.0,5.0,13.0,3784.0,24.0,30.0,10.0,120.0
1775,26.0,118.0,9.0,457.0,101.0,39.0,380.0,0.0,5.0,305.0,129.0,10.0,5.0,12.0
1776,2911.0,2198.0,19.0,47.0,105.0,51.0,14.0,5.0,41.0,2357.0,28.0,37.0,13.0,213.0
1777,25.0,483.0,43.0,2137.0,142.0,97.0,21.0,1.0,50.0,391.0,408.0,77.0,4.0,5.0
1778,910.0,4807.0,130.0,52.0,123.0,52.0,13.0,5.0,188.0,61.0,786.0,27.0,10.0,357.0
1779,31.0,803.0,41.0,2235.0,101.0,67.0,21.0,1.0,11.0,150.0,344.0,14.0,6.0,15.0
1780,1702.0,3093.0,38.0,36.0,97.0,22.0,18.0,5.0,16.0,44.0,1295.0,444.0,74.0,42.0
1781,60.0,149.0,10.0,555.0,104.0,27.0,19.0,2.0,4.0,132.0,119.0,12.0,5.0,10.0
1782,2364.0,2747.0,36.0,39.0,122.0,29.0,18.0,5.0,13.0,1315.0,39.0,20.0,8.0,148.0
1783,2051.0,20.0,4541.0,23.0,122.0,32.0,25.0,4.0,10.0,56.0,1607.0,16.0,79.0,13.0
1784,29.0,12.0,54.0,39.0,128.0,34.0,31.0,1006.0,172.0,5359.0,39.0,57.0,16.0,20.0
1785,7.0,14.0,16.0,24.0,111.0,1058.0,610.0,5.0,14.0,5151.0,17.0,23.0,45.0,19.0
1786,2280.0,32.0,6359.0,36.0,153.0,66.0,34.0,7.0,23.0,4483.0,23.0,59.0,14.0,43.0
1787,1899.0,3923.0,27.0,33.0,123.0,44.0,16.0,4.0,53.0,87.0,781.0,121.0,12.0,376.0
1788,59.0,33.0,22.0,27.0,821.0,4030.0,368.0,10.0,21.0,3833.0,198.0,31.0,223.0,16.0
1789,1964.0,2877.0,31.0,41.0,106.0,31.0,8.0,5.0,44.0,32.0,1101.0,25.0,12.0,251.0
1790,10.0,14.0,10.0,34.0,105.0,1102.0,343.0,7.0,17.0,5039.0,24.0,24.0,58.0,10.0
1791,1966.0,4239.0,31.0,52.0,135.0,85.0,9.0,8.0,62.0,55.0,1749.0,180.0,15.0,162.0
1792,1925.0,1889.0,17.0,46.0,127.0,19.0,23.0,2.0,157.0,702.0,99.0,27.0,9.0,52.0
1793,217.0,629.0,29.0,1281.0,202.0,76.0,242.0,8.0,23.0,279.0,439.0,32.0,12.0,33.0
1794,2494.0,4600.0,93.0,54.0,119.0,32.0,14.0,1.0,10.0,98.0,1171.0,106.0,14.0,598.0
1795,14.0,13.0,4.0,17.0,103.0,20.0,15.0,380.0,14.0,1656.0,22.0,17.0,5.0,3.0
1796,57.0,21.0,126.0,24.0,131.0,1569.0,743.0,6.0,18.0,3917.0,41.0,22.0,58.0,16.0
1797,2691.0,2330.0,53.0,40.0,119.0,59.0,22.0,5.0,5.0,1791.0,24.0,28.0,14.0,163.0
1798,2950.0,2568.0,25.0,45.0,97.0,85.0,17.0,4.0,14.0,2889.0,18.0,23.0,12.0,53.0
1799,2920.0,2411.0,58.0,68.0,211.0,65.0,33.0,4.0,25.0,2997.0,39.0,40.0,16.0,197.0
1800,40.0,246.0,37.0,909.0,148.0,71.0,17.0,3.0,35.0,336.0,135.0,20.0,10.0,10.0
1801,9439.0,9021.0,85.0,100.0,156.0,202.0,27.0,6.0,90.0,56.0,5962.0,127.0,129.0,86.0
1802,3256.0,2094.0,22.0,32.0,96.0,26.0,9.0,4.0,48.0,905.0,31.0,23.0,6.0,179.0
1803,51.0,195.0,7.0,999.0,116.0,50.0,17.0,4.0,4.0,159.0,209.0,12.0,9.0,16.0
1804,68.0,285.0,49.0,859.0,110.0,53.0,20.0,5.0,49.0,979.0,85.0,34.0,5.0,20.0
1805,1663.0,2415.0,37.0,37.0,111.0,89.0,393.0,5.0,10.0,1837.0,59.0,18.0,3.0,52.0
1806,1256.0,7.0,734.0,25.0,72.0,12.0,33.0,1.0,10.0,261.0,225.0,12.0,7.0,176.0
1807,1775.0,30.0,6735.0,25.0,103.0,21.0,19.0,6.0,47.0,195.0,173.0,24.0,15.0,143.0
1808,1587.0,2020.0,22.0,35.0,77.0,39.0,12.0,5.0,7.0,1949.0,24.0,14.0,5.0,191.0
1809,38.0,480.0,14.0,1164.0,179.0,23.0,32.0,15.0,71.0,43.0,420.0,65.0,3.0,12.0
1810,1987.0,4013.0,39.0,54.0,86.0,18.0,11.0,5.0,81.0,40.0,908.0,133.0,7.0,211.0
1811,1978.0,26.0,6353.0,34.0,122.0,44.0,21.0,9.0,58.0,129.0,383.0,72.0,14.0,281.0
1812,22.0,485.0,14.0,1664.0,108.0,40.0,20.0,2.0,13.0,347.0,425.0,19.0,7.0,8.0
1813,105.0,772.0,97.0,3414.0,200.0,78.0,52.0,5.0,17.0,388.0,542.0,26.0,8.0,12.0
1814,1033.0,18.0,3599.0,23.0,105.0,28.0,15.0,2.0,9.0,77.0,670.0,157.0,63.0,126.0
1815,19.0,27.0,6.0,12.0,110.0,1064.0,256.0,9.0,17.0,4184.0,25.0,29.0,59.0,14.0
1816,3117.0,6481.0,76.0,59.0,102.0,35.0,218.0,3.0,139.0,98.0,1607.0,80.0,14.0,392.0
1817,1904.0,36.0,10239.0,26.0,126.0,105.0,27.0,6.0,25.0,484.0,245.0,60.0,44.0,122.0
1818,1616.0,15.0,1316.0,22.0,92.0,25.0,49.0,4.0,1.0,139.0,288.0,15.0,4.0,205.0
1819,43.0,32.0,60.0,16.0,84.0,1100.0,372.0,6.0,5.0,3833.0,24.0,31.0,61.0,17.0
1820,41.0,39.0,15.0,25.0,97.0,1842.0,512.0,6.0,19.0,6065.0,21.0,38.0,29.0,19.0
1821,1385.0,30.0,4218.0,41.0,143.0,22.0,14.0,1.0,11.0,209.0,492.0,20.0,12.0,438.0
1822,1147.0,2447.0,25.0,37.0,86.0,39.0,14.0,5.0,39.0,42.0,936.0,36.0,52.0,134.0
1823,16.0,12.0,18.0,24.0,111.0,1138.0,471.0,3.0,19.0,5410.0,26.0,20.0,35.0,14.0
1824,2243.0,2686.0,15.0,43.0,116.0,30.0,18.0,1.0,23.0,69.0,599.0,81.0,38.0,132.0
1825,4600.0,4142.0,36.0,59.0,109.0,22.0,25.0,3.0,9.0,506.0,145.0,17.0,7.0,193.0
1826,11.0,18.0,6.0,15.0,98.0,15.0,22.0,586.0,20.0,2645.0,21.0,59.0,5.0,7.0
1827,102.0,794.0,210.0,2133.0,135.0,91.0,26.0,11.0,11.0,674.0,208.0,26.0,11.0,12.0
1828,52.0,29.0,14.0,27.0,111.0,26.0,19.0,839.0,11.0,3894.0,18.0,20.0,6.0,14.0
1829,59.0,186.0,5.0,1213.0,102.0,26.0,9.0,1.0,42.0,158.0,415.0,14.0,10.0,7.0
1830,68.0,32.0,1191.0,17.0,100.0,1748.0,185.0,4.0,10.0,2260.0,41.0,19.0,37.0,16.0
1831,3469.0,2460.0,36.0,54.0,120.0,74.0,20.0,7.0,8.0,60.0,1296.0,435.0,54.0,18.0
1832,2731.0,2111.0,23.0,34.0,88.0,34.0,26.0,6.0,8.0,1385.0,24.0,25.0,11.0,124.0
1833,45.0,582.0,57.0,2247.0,91.0,31.0,23.0,4.0,16.0,566.0,155.0,22.0,11.0,12.0
1834,1739.0,1755.0,23.0,38.0,88.0,19.0,13.0,6.0,12.0,2861.0,15.0,22.0,10.0,99.0
1835,28.0,15.0,27.0,28.0,89.0,1151.0,380.0,6.0,14.0,5252.0,32.0,20.0,42.0,15.0
1836,33.0,886.0,51.0,1689.0,100.0,87.0,17.0,1.0,2.0,118.0,509.0,10.0,7.0,12.0
1837,11.0,14.0,6.0,27.0,81.0,20.0,6.0,519.0,4.0,2297.0,16.0,18.0,6.0,14.0
1838,1330.0,2285.0,18.0,28.0,106.0,31.0,15.0,2.0,50.0,54.0,570.0,29.0,3.0,137.0
1839,26.0,32.0,19.0,23.0,103.0,2030.0,182.0,6.0,11.0,4925.0,20.0,20.0,39.0,14.0
1840,2783.0,2609.0,38.0,33.0,108.0,17.0,10.0,10.0,17.0,1346.0,33.0,43.0,8.0,108.0
1841,13.0,287.0,11.0,1662.0,126.0,65.0,55.0,2.0,12.0,650.0,74.0,11.0,3.0,6.0
1842,27.0,414.0,10.0,734.0,61.0,45.0,15.0,6.0,8.0,459.0,87.0,10.0,2.0,6.0
1843,30.0,26.0,19.0,32.0,91.0,1789.0,552.0,11.0,17.0,6189.0,33.0,16.0,78.0,14.0
1844,40.0,505.0,62.0,1941.0,267.0,78.0,274.0,3.0,61.0,120.0,403.0,27.0,8.0,13.0
1845,4358.0,4619.0,42.0,67.0,134.0,131.0,25.0,2.0,34.0,3063.0,54.0,51.0,14.0,233.0
1846,21.0,11.0,16.0,15.0,106.0,1223.0,524.0,5.0,8.0,4129.0,16.0,14.0,64.0,10.0
1847,14.0,302.0,10.0,1255.0,133.0,49.0,16.0,5.0,25.0,66.0,696.0,21.0,7.0,4.0
1848,17.0,498.0,14.0,1575.0,109.0,43.0,22.0,4.0,9.0,407.0,140.0,16.0,2.0,10.0
1849,28.0,19.0,18.0,28.0,113.0,27.0,22.0,523.0,219.0,4691.0,12.0,230.0,12.0,20.0
1850,1839.0,22.0,7068.0,36.0,132.0,48.0,22.0,4.0,17.0,3975.0,24.0,24.0,5.0,88.0
1851,2759.0,2215.0,27.0,31.0,90.0,19.0,18.0,6.0,20.0,2526.0,15.0,22.0,8.0,55.0
1852,2747.0,2760.0,27.0,55.0,97.0,35.0,19.0,4.0,7.0,2550.0,33.0,22.0,13.0,98.0
1853,951.0,42.0,6997.0,36.0,125.0,22.0,19.0,3.0,11.0,2586.0,32.0,25.0,16.0,61.0
1854,3457.0,2831.0,21.0,50.0,99.0,43.0,16.0,4.0,16.0,946.0,50.0,15.0,9.0,139.0
1855,840.0,3267.0,43.0,39.0,126.0,18.0,15.0,5.0,92.0,127.0,383.0,45.0,7.0,149.0
