,0
2998,0
2999,4
3000,3
3001,4
3002,3
3003,0
3004,1
3005,3
3006,6
3007,1
3008,3
3009,1
3010,3
3011,4
3012,3
3013,3
3014,3
3015,6
3016,4
3017,1
3018,1
3019,6
3020,3
3021,6
3022,3
3023,1
3024,4
3025,3
3026,3
3027,3
3028,4
3029,1
3030,0
3031,3
3032,6
3033,1
3034,0
3035,0
3036,0
3037,6
3038,3
3039,1
3040,3
3041,1
3042,3
3043,4
3044,1
3045,1
3046,1
3047,1
3048,1
3049,3
3050,0
3051,4
3052,4
3053,3
3054,3
3055,1
3056,6
3057,4
3058,0
3059,3
3060,4
3061,3
3062,1
3063,3
3064,3
3065,3
3066,3
3067,0
3068,4
3069,4
3070,3
3071,6
3072,4
3073,3
3074,1
3075,0
3076,4
3077,1
3078,6
3079,6
3080,3
3081,6
3082,6
3083,4
3084,6
3085,3
3086,4
3087,4
3088,3
3089,1
3090,4
3091,1
3092,0
3093,4
3094,1
3095,0
3096,3
3097,3
3098,3
3099,0
3100,0
3101,1
3102,3
3103,3
3104,6
3105,3
3106,3
3107,3
3108,1
3109,3
3110,3
3111,3
3112,1
3113,4
3114,1
3115,4
3116,1
3117,3
3118,3
3119,4
3120,3
3121,1
3122,4
3123,3
3124,3
3125,6
3126,0
3127,3
3128,3
3129,0
3130,0
3131,3
3132,3
3133,6
3134,1
3135,3
3136,3
3137,3
3138,1
3139,6
3140,3
3141,4
3142,3
3143,3
3144,0
3145,6
3146,3
3147,3
3148,1
3149,1
3150,0
3151,6
3152,0
3153,4
3154,1
3155,1
3156,4
3157,3
3158,3
3159,1
3160,3
3161,1
3162,3
3163,3
3164,6
3165,3
3166,1
3167,4
3168,1
3169,1
3170,3
3171,6
3172,4
3173,4
3174,3
3175,1
3176,0
3177,3
3178,3
3179,1
3180,4
3181,0
3182,4
3183,1
3184,1
3185,4
3186,1
3187,3
3188,3
3189,6
3190,3
3191,6
3192,1
3193,6
3194,3
3195,6
3196,1
3197,3
3198,3
3199,6
3200,0
3201,6
3202,3
3203,1
3204,3
3205,1
3206,1
3207,0
3208,4
3209,6
3210,6
3211,1
3212,4
3213,1
3214,3
3215,3
3216,3
3217,3
3218,3
3219,6
3220,1
3221,3
3222,4
3223,3
3224,0
3225,3
3226,1
3227,3
3228,3
3229,1
3230,3
3231,1
3232,1
3233,3
3234,4
3235,3
3236,3
3237,3
3238,3
3239,3
3240,3
3241,0
3242,3
3243,4
3244,0
3245,4
3246,3
3247,4
3248,0
3249,1
3250,3
3251,3
3252,6
3253,1
3254,3
3255,6
3256,6
3257,1
3258,3
3259,3
3260,6
3261,0
3262,3
3263,1
3264,4
3265,3
3266,6
3267,6
3268,1
3269,1
3270,4
3271,0
3272,4
3273,1
3274,3
3275,3
3276,6
3277,3
3278,2
3279,6
3280,1
3281,3
3282,3
3283,3
3284,3
3285,3
3286,1
3287,3
3288,6
3289,3
3290,6
3291,4
3292,3
3293,6
3294,3
3295,3
3296,1
3297,3
3298,1
3299,1
3300,3
3301,0
3302,3
3303,4
3304,3
3305,3
3306,4
3307,1
3308,1
3309,3
3310,3
3311,3
3312,3
3313,3
3314,3
3315,1
3316,6
3317,1
3318,3
3319,4
3320,1
3321,4
3322,4
3323,3
3324,3
3325,3
3326,3
3327,0
3328,4
3329,3
3330,3
3331,4
3332,0
3333,3
3334,1
3335,1
3336,3
3337,4
3338,6
3339,0
3340,4
3341,3
3342,1
3343,0
3344,3
3345,3
3346,3
3347,6
3348,6
3349,3
3350,3
3351,6
3352,6
3353,1
3354,1
3355,6
3356,3
3357,3
3358,4
3359,1
3360,4
3361,4
3362,0
3363,6
3364,0
3365,1
3366,3
3367,3
3368,6
3369,1
3370,0
3371,1
3372,3
3373,3
3374,3
3375,3
3376,6
3377,3
3378,0
3379,4
3380,4
3381,1
3382,1
3383,3
3384,6
3385,3
3386,3
3387,3
3388,6
3389,1
3390,3
3391,4
3392,3
3393,3
3394,1
3395,0
3396,3
3397,3
3398,1
3399,3
3400,6
3401,4
3402,4
3403,1
3404,3
3405,3
3406,1
3407,4
3408,3
3409,3
3410,3
3411,3
3412,1
3413,4
3414,4
3415,3
3416,0
3417,6
3418,3
3419,3
3420,4
3421,4
3422,1
3423,6
3424,3
3425,3
3426,3
3427,4
3428,1
3429,3
3430,3
3431,6
3432,6
3433,3
3434,3
3435,6
3436,6
3437,1
3438,1
3439,3
3440,3
3441,1
3442,3
3443,3
3444,3
3445,3
3446,1
3447,1
3448,1
3449,3
3450,3
3451,6
3452,1
3453,3
3454,3
3455,4
3456,3
3457,3
3458,6
3459,4
3460,0
3461,3
3462,1
3463,4
3464,1
3465,4
3466,3
3467,3
3468,0
3469,1
3470,1
3471,1
3472,4
3473,1
3474,3
3475,4
3476,1
3477,4
3478,1
3479,4
3480,1
3481,3
3482,3
3483,1
3484,0
3485,3
3486,4
3487,6
3488,0
3489,0
3490,1
3491,3
3492,3
3493,1
3494,0
3495,6
3496,1
3497,3
3498,4
3499,4
3500,3
3501,3
3502,1
3503,4
3504,1
3505,3
3506,0
3507,4
3508,3
3509,4
3510,3
3511,4
3512,4
3513,4
3514,3
3515,1
3516,3
3517,3
3518,3
3519,4
3520,1
3521,3
3522,3
3523,4
3524,1
3525,4
3526,3
3527,1
3528,3
3529,1
3530,1
3531,0
3532,3
3533,4
3534,4
3535,1
3536,3
3537,1
3538,1
3539,1
3540,1
3541,3
3542,3
3543,3
3544,1
3545,3
3546,4
3547,4
3548,4
3549,4
3550,0
3551,1
3552,3
3553,6
3554,1
3555,3
3556,3
3557,3
3558,3
3559,3
3560,3
3561,1
3562,6
3563,1
3564,0
3565,3
3566,4
3567,4
3568,3
3569,1
3570,4
3571,0
3572,3
3573,3
3574,6
3575,3
3576,6
3577,3
3578,3
3579,0
3580,2
3581,1
3582,0
3583,1
3584,6
3585,3
3586,6
3587,1
3588,3
3589,1
3590,3
3591,3
3592,1
3593,3
3594,4
3595,3
3596,3
3597,6
3598,3
3599,6
3600,1
3601,3
3602,3
3603,3
3604,3
3605,1
3606,4
3607,3
3608,3
3609,4
3610,4
3611,3
3612,0
3613,1
3614,6
3615,4
3616,3
3617,6
3618,6
3619,1
3620,3
3621,1
3622,4
3623,3
3624,3
3625,1
3626,4
3627,1
3628,1
3629,6
3630,4
3631,3
3632,1
3633,0
3634,4
3635,0
3636,6
3637,3
3638,3
3639,3
3640,4
3641,1
3642,0
3643,1
3644,4
3645,4
3646,3
3647,4
3648,1
3649,1
3650,3
3651,4
3652,4
3653,3
3654,4
3655,3
3656,4
3657,6
3658,3
3659,4
3660,1
3661,3
3662,1
3663,3
3664,1
3665,3
3666,2
3667,1
3668,1
3669,3
3670,3
3671,1
3672,3
3673,3
3674,3
3675,4
3676,4
3677,3
3678,3
3679,4
3680,1
3681,3
3682,3
3683,3
3684,4
3685,6
3686,3
3687,1
3688,1
3689,4
3690,4
3691,3
3692,4
3693,1
3694,3
3695,3
3696,6
3697,3
3698,6
3699,1
3700,3
3701,3
3702,6
3703,4
3704,3
3705,6
3706,3
3707,0
3708,1
3709,6
3710,0
3711,4
3712,1
3713,0
3714,3
3715,0
3716,1
3717,4
3718,3
3719,3
3720,1
3721,4
3722,3
3723,4
3724,3
3725,3
3726,3
3727,3
3728,1
3729,1
3730,3
3731,3
3732,3
3733,3
3734,3
3735,1
3736,4
3737,4
3738,1
3739,6
3740,4
3741,6
3742,4
3743,3
3744,1
3745,6
3746,6
3747,1
3748,2
3749,3
3750,0
3751,1
3752,3
3753,4
3754,4
3755,6
3756,1
3757,3
3758,4
3759,4
3760,3
3761,1
3762,6
3763,4
3764,4
3765,4
3766,0
3767,3
3768,3
3769,1
3770,3
3771,3
3772,4
3773,3
3774,4
3775,0
3776,3
3777,3
3778,4
3779,3
3780,3
3781,3
3782,1
3783,3
3784,3
3785,3
3786,6
3787,6
3788,2
3789,0
3790,0
3791,6
3792,0
3793,3
3794,1
3795,3
3796,1
3797,4
3798,0
3799,4
3800,1
3801,6
3802,3
3803,3
3804,6
3805,6
3806,1
3807,1
3808,4
3809,6
3810,1
3811,6
3812,3
3813,3
3814,3
3815,4
3816,6
3817,3
3818,3
3819,1
3820,1
3821,4
3822,4
3823,5
3824,3
3825,1
3826,3
3827,0
3828,6
3829,0
3830,3
3831,3
3832,1
3833,6
3834,1
3835,4
3836,0
3837,1
3838,3
3839,3
3840,6
3841,3
3842,3
3843,0
3844,3
3845,3
3846,1
3847,1
3848,3
3849,0
3850,1
3851,1
3852,6
3853,3
3854,6
3855,0
3856,1
3857,1
3858,4
3859,3
3860,1
3861,1
3862,3
3863,6
3864,3
3865,6
3866,3
3867,3
3868,3
3869,4
3870,1
3871,1
3872,0
3873,6
3874,3
3875,1
3876,0
3877,3
3878,3
3879,3
3880,3
3881,3
3882,3
3883,6
3884,1
3885,3
3886,4
3887,4
3888,3
3889,3
3890,0
3891,4
3892,0
3893,0
3894,3
3895,6
3896,0
3897,1
3898,3
3899,3
3900,3
3901,1
3902,1
3903,3
3904,1
3905,1
3906,3
3907,4
3908,1
3909,3
3910,3
3911,6
3912,1
3913,6
3914,1
3915,4
3916,3
3917,6
3918,1
3919,4
3920,0
3921,1
3922,3
3923,3
3924,1
3925,3
3926,3
3927,1
3928,1
3929,1
3930,3
3931,4
3932,3
3933,1
3934,3
3935,0
3936,1
3937,0
3938,3
3939,3
3940,3
3941,1
3942,1
3943,0
3944,4
3945,3
3946,1
3947,1
3948,1
3949,3
3950,1
3951,3
3952,3
3953,3
3954,3
3955,3
3956,4
3957,1
3958,3
3959,6
3960,3
3961,1
3962,3
3963,3
3964,3
3965,6
3966,0
3967,0
3968,3
3969,0
3970,3
3971,0
3972,3
3973,3
3974,3
3975,3
3976,3
3977,6
3978,1
3979,4
3980,1
3981,4
3982,4
3983,0
3984,0
3985,3
3986,3
3987,3
3988,0
3989,1
3990,3
3991,4
3992,3
3993,1
3994,1
3995,1
3996,3
3997,3
3998,1
3999,4
4000,3
4001,3
4002,0
4003,3
4004,1
4005,1
4006,3
4007,1
4008,6
4009,1
4010,0
4011,0
4012,0
4013,3
4014,1
4015,3
4016,1
4017,3
4018,3
4019,3
4020,4
4021,3
4022,3
4023,4
4024,3
4025,3
4026,3
4027,3
4028,3
4029,3
4030,6
4031,1
4032,3
4033,4
4034,3
4035,3
4036,1
4037,6
4038,4
4039,1
4040,1
4041,6
4042,1
4043,3
4044,4
4045,3
4046,3
4047,1
4048,3
4049,4
4050,4
4051,6
4052,4
4053,3
4054,1
4055,0
4056,3
4057,6
4058,0
4059,4
4060,4
4061,6
4062,3
4063,3
4064,4
4065,3
4066,4
4067,4
4068,4
4069,3
4070,1
4071,3
4072,6
4073,3
4074,3
4075,3
4076,0
4077,3
4078,0
4079,3
4080,3
4081,1
4082,1
4083,3
4084,3
4085,3
4086,1
4087,0
4088,0
4089,3
4090,3
4091,0
4092,3
4093,3
4094,3
4095,3
4096,6
4097,3
4098,1
4099,3
4100,1
4101,4
4102,4
4103,4
4104,1
4105,0
4106,1
4107,3
4108,1
4109,3
4110,6
4111,3
4112,3
4113,3
4114,1
4115,6
4116,4
4117,3
4118,4
4119,3
4120,3
4121,3
4122,1
4123,6
4124,4
4125,0
4126,3
4127,3
4128,3
4129,6
4130,3
4131,1
4132,4
4133,1
4134,4
4135,3
4136,6
4137,3
4138,4
4139,1
4140,4
4141,3
4142,3
4143,0
4144,0
4145,3
4146,6
4147,4
4148,3
4149,3
4150,4
4151,0
4152,3
4153,3
4154,1
4155,6
4156,3
4157,6
4158,6
4159,1
4160,3
4161,0
4162,1
4163,3
4164,0
4165,4
4166,3
4167,4
4168,3
4169,1
4170,6
4171,3
4172,1
4173,1
4174,4
4175,1
4176,3
4177,4
4178,3
4179,3
4180,3
4181,1
4182,1
4183,6
4184,3
4185,4
4186,3
4187,3
4188,1
4189,4
4190,1
4191,6
4192,0
4193,0
4194,6
4195,1
4196,4
4197,6
4198,3
4199,3
4200,6
4201,3
4202,0
4203,4
4204,3
4205,4
4206,3
4207,3
4208,1
4209,0
4210,3
4211,1
4212,6
4213,6
4214,3
4215,1
4216,1
4217,3
4218,3
4219,3
4220,3
4221,5
4222,1
4223,3
4224,3
4225,3
4226,3
4227,3
4228,3
4229,3
4230,1
4231,4
4232,3
4233,1
4234,4
4235,0
4236,0
4237,6
4238,4
4239,6
4240,1
4241,1
4242,4
4243,3
4244,4
4245,3
4246,1
4247,0
4248,4
4249,4
4250,1
4251,3
4252,3
4253,0
4254,6
4255,0
4256,1
4257,4
4258,4
4259,3
4260,1
4261,3
4262,3
4263,4
4264,1
4265,1
4266,1
4267,3
4268,4
4269,1
4270,1
4271,6
4272,3
4273,4
4274,4
4275,6
4276,0
4277,3
4278,6
4279,1
4280,6
4281,3
4282,6
4283,4
4284,3
4285,4
4286,0
4287,0
4288,3
4289,3
4290,0
4291,4
4292,3
4293,1
4294,1
4295,3
4296,3
4297,1
4298,3
4299,3
4300,1
4301,1
4302,1
4303,3
4304,3
4305,3
4306,4
4307,1
4308,1
4309,1
4310,3
4311,1
4312,6
4313,3
4314,4
4315,0
4316,3
4317,4
4318,3
4319,3
4320,6
4321,0
4322,1
4323,3
4324,3
4325,3
4326,3
4327,6
4328,1
4329,4
4330,3
4331,6
4332,3
4333,3
4334,1
4335,4
4336,4
4337,3
4338,3
4339,4
4340,6
4341,3
4342,6
4343,4
4344,1
4345,1
4346,6
4347,3
4348,4
4349,3
4350,3
4351,3
4352,3
4353,4
4354,3
4355,1
4356,6
4357,4
4358,6
4359,3
4360,6
4361,1
4362,3
4363,1
4364,4
4365,6
4366,6
4367,4
4368,4
4369,3
4370,3
4371,3
4372,3
4373,6
4374,3
4375,4
4376,6
4377,1
4378,3
4379,1
4380,3
4381,6
4382,6
4383,3
4384,1
4385,1
4386,3
4387,3
4388,3
4389,3
4390,4
4391,1
4392,6
4393,3
4394,6
4395,0
4396,0
4397,3
4398,3
4399,3
4400,3
4401,1
4402,1
4403,4
4404,6
4405,3
4406,6
4407,0
4408,1
4409,6
4410,3
4411,3
4412,1
4413,3
4414,4
4415,3
4416,3
4417,0
4418,3
4419,3
4420,3
4421,3
4422,3
4423,0
4424,1
4425,3
4426,1
4427,4
4428,3
4429,0
4430,4
4431,3
4432,6
4433,1
4434,3
4435,4
4436,4
4437,1
4438,4
4439,6
4440,4
4441,4
4442,4
4443,4
4444,1
4445,1
4446,3
4447,1
4448,3
4449,6
4450,3
4451,0
4452,3
4453,1
4454,6
4455,0
4456,3
4457,1
4458,4
4459,3
4460,6
4461,3
4462,3
4463,0
4464,3
4465,3
4466,6
4467,4
4468,0
4469,0
4470,6
4471,3
4472,3
4473,6
4474,1
4475,1
4476,0
4477,0
4478,1
4479,6
4480,1
4481,4
4482,3
4483,1
4484,4
4485,3
4486,3
4487,4
4488,0
4489,4
4490,3
4491,0
4492,4
4493,4
4494,3
4495,4
4496,3
4497,3
4498,3
4499,3
4500,0
4501,4
4502,1
4503,3
4504,4
4505,3
4506,3
4507,3
4508,3
4509,3
4510,4
4511,4
4512,3
4513,0
4514,4
4515,4
4516,3
4517,4
4518,6
4519,1
4520,1
4521,1
4522,3
4523,3
4524,4
4525,3
4526,3
4527,3
4528,6
4529,6
4530,6
4531,3
4532,3
4533,3
4534,3
4535,1
4536,1
4537,3
4538,4
4539,4
4540,1
4541,3
4542,6
4543,1
4544,4
4545,1
4546,1
4547,4
4548,6
4549,4
4550,3
4551,6
4552,3
4553,1
4554,3
4555,6
4556,3
4557,3
4558,3
4559,4
4560,3
4561,1
4562,3
4563,6
4564,3
4565,0
4566,3
4567,3
4568,6
4569,4
4570,6
4571,4
4572,1
4573,3
4574,4
4575,3
4576,3
4577,1
4578,4
4579,1
4580,4
4581,3
4582,4
4583,1
4584,0
4585,1
4586,4
4587,3
4588,0
4589,0
4590,3
4591,1
4592,1
4593,4
4594,3
4595,3
4596,6
4597,3
4598,6
4599,1
4600,1
4601,3
4602,4
4603,1
4604,3
4605,3
4606,1
4607,3
4608,3
4609,1
4610,4
4611,3
4612,1
4613,6
4614,1
4615,4
4616,6
4617,3
4618,3
4619,1
4620,0
4621,0
4622,3
4623,1
4624,1
4625,4
4626,3
4627,1
4628,4
4629,1
4630,1
4631,6
4632,1
4633,0
4634,1
4635,3
4636,1
4637,3
4638,1
4639,3
4640,4
4641,6
4642,6
4643,1
4644,3
4645,0
4646,0
4647,4
4648,1
4649,3
4650,1
4651,3
4652,6
4653,6
4654,4
4655,1
4656,3
4657,3
4658,1
4659,3
4660,1
4661,0
4662,4
4663,3
4664,5
4665,4
4666,4
4667,3
4668,1
4669,3
4670,4
4671,3
4672,6
4673,1
4674,0
4675,1
4676,0
4677,4
4678,1
4679,1
4680,3
4681,3
4682,6
4683,4
4684,0
4685,3
4686,6
4687,1
4688,4
4689,1
4690,3
4691,0
4692,3
4693,3
4694,3
4695,3
4696,1
4697,4
4698,1
4699,3
4700,1
4701,1
4702,3
4703,3
4704,0
4705,1
4706,4
4707,1
4708,1
4709,4
4710,3
4711,6
4712,4
4713,3
4714,6
4715,3
4716,1
4717,1
4718,0
4719,4
4720,6
4721,1
4722,3
4723,3
4724,0
4725,1
4726,1
4727,3
4728,1
4729,6
4730,3
4731,4
4732,1
4733,6
4734,3
4735,3
4736,3
4737,4
4738,0
4739,1
4740,3
4741,1
4742,1
4743,6
4744,3
4745,3
4746,1
4747,4
4748,4
4749,3
4750,3
4751,1
4752,3
4753,6
4754,4
4755,1
4756,6
4757,1
4758,3
4759,4
4760,1
4761,0
4762,3
4763,4
4764,1
4765,4
4766,3
4767,1
4768,1
4769,3
4770,4
4771,6
4772,0
4773,1
4774,3
4775,3
4776,0
4777,3
4778,1
4779,1
4780,4
4781,4
4782,0
4783,6
4784,1
4785,1
4786,6
4787,3
4788,3
4789,1
4790,1
4791,1
4792,6
4793,3
4794,6
4795,4
4796,3
4797,0
4798,6
4799,1
4800,4
4801,1
4802,3
4803,4
4804,4
4805,3
4806,3
4807,0
4808,4
4809,1
4810,3
4811,3
4812,4
4813,3
4814,3
4815,6
4816,1
4817,4
4818,6
4819,1
4820,0
4821,1
4822,3
4823,3
4824,3
4825,4
4826,0
4827,1
4828,1
4829,6
4830,6
4831,4
4832,3
4833,4
4834,3
4835,3
4836,0
4837,0
4838,3
4839,6
4840,6
4841,3
4842,1
4843,3
4844,2
4845,3
4846,1
4847,3
4848,4
4849,0
4850,3
4851,3
4852,6
4853,1
4854,4
4855,3
4856,0
4857,0
4858,1
4859,1
4860,3
4861,1
4862,2
4863,6
4864,6
4865,6
4866,1
4867,1
4868,3
4869,1
4870,3
4871,1
4872,1
4873,6
4874,3
4875,6
4876,3
4877,3
4878,1
4879,3
4880,6
4881,4
4882,5
4883,3
4884,3
4885,0
4886,4
4887,6
4888,3
4889,0
4890,6
4891,3
4892,4
4893,1
4894,6
4895,0
4896,0
4897,4
4898,1
4899,0
4900,3
4901,1
4902,3
4903,3
4904,1
4905,3
4906,0
4907,1
4908,6
4909,6
4910,6
4911,1
4912,4
4913,3
4914,4
4915,3
4916,3
4917,1
4918,1
4919,4
4920,6
4921,1
4922,1
4923,3
4924,4
4925,3
4926,4
4927,3
4928,4
4929,3
4930,4
4931,4
4932,6
4933,4
4934,4
4935,4
4936,6
4937,3
4938,4
4939,3
4940,3
4941,1
4942,2
4943,4
4944,3
4945,1
4946,6
4947,6
4948,1
4949,0
4950,3
4951,6
4952,3
4953,3
4954,3
4955,0
4956,1
4957,3
4958,3
4959,6
4960,3
4961,1
4962,1
4963,4
4964,3
4965,3
4966,1
4967,6
4968,3
4969,4
4970,0
4971,1
4972,1
4973,1
4974,4
4975,5
4976,4
4977,1
4978,3
4979,3
4980,1
4981,6
4982,4
4983,0
4984,4
4985,3
4986,3
4987,3
4988,6
4989,1
4990,4
4991,3
4992,1
4993,4
4994,4
4995,3
4996,1
4997,3
4998,1
4999,3
5000,1
5001,3
5002,4
5003,1
5004,4
5005,4
5006,3
5007,1
5008,1
5009,3
5010,4
5011,1
5012,4
5013,3
5014,6
5015,3
5016,0
5017,3
5018,4
5019,6
5020,1
5021,3
5022,4
5023,0
5024,3
5025,4
5026,3
5027,1
5028,1
5029,6
5030,3
5031,3
5032,6
5033,3
5034,1
5035,4
5036,0
5037,0
5038,3
5039,3
5040,3
5041,1
5042,3
5043,1
5044,6
5045,1
5046,3
5047,1
5048,3
5049,0
5050,6
5051,1
5052,3
5053,3
5054,3
5055,3
5056,1
5057,1
5058,1
5059,3
5060,3
5061,0
5062,0
5063,3
5064,0
5065,3
5066,3
5067,0
5068,1
5069,0
5070,1
5071,0
5072,1
5073,1
5074,3
5075,3
5076,0
5077,4
5078,1
5079,5
5080,1
5081,0
5082,1
5083,4
5084,3
5085,1
5086,3
5087,3
5088,6
5089,3
5090,3
5091,6
5092,1
5093,1
5094,6
5095,4
5096,0
5097,1
5098,1
5099,0
5100,4
5101,6
5102,1
5103,4
5104,4
5105,3
5106,3
5107,1
5108,1
5109,1
5110,3
5111,1
5112,1
5113,1
5114,6
5115,4
5116,3
5117,0
5118,6
5119,3
5120,6
5121,4
5122,0
5123,0
5124,6
5125,0
5126,4
5127,3
5128,3
5129,1
5130,1
5131,0
5132,4
5133,6
5134,6
5135,4
5136,6
5137,1
5138,3
5139,3
5140,4
5141,3
5142,4
5143,3
5144,1
5145,6
5146,4
5147,3
5148,0
5149,6
5150,3
5151,1
5152,1
5153,1
5154,6
5155,3
5156,3
5157,1
5158,6
5159,1
5160,6
5161,3
5162,6
5163,0
5164,3
5165,3
5166,3
5167,4
5168,1
5169,3
5170,3
5171,3
5172,6
5173,4
5174,3
5175,3
5176,4
5177,1
5178,3
5179,3
5180,6
5181,3
5182,3
5183,3
5184,3
5185,1
5186,1
5187,4
5188,3
5189,1
5190,3
5191,6
5192,4
5193,3
5194,1
5195,0
5196,4
5197,3
5198,6
5199,0
5200,3
5201,3
5202,4
5203,4
5204,4
5205,3
5206,6
5207,3
5208,4
5209,0
5210,1
5211,3
5212,6
5213,0
5214,3
5215,3
5216,3
5217,6
5218,4
5219,0
5220,1
5221,0
5222,1
5223,3
5224,4
5225,3
5226,6
5227,1
5228,3
5229,1
5230,1
5231,3
5232,3
5233,0
5234,6
5235,0
5236,3
5237,6
5238,4
5239,4
5240,0
5241,3
5242,3
5243,3
5244,1
5245,3
5246,4
5247,3
5248,4
5249,3
5250,6
5251,3
5252,3
5253,1
5254,0
5255,5
5256,3
5257,3
5258,6
5259,3
5260,6
5261,0
5262,6
5263,3
5264,1
5265,3
5266,6
5267,1
5268,6
5269,1
5270,4
5271,4
5272,3
5273,3
5274,4
5275,6
5276,1
5277,3
5278,3
5279,0
5280,3
5281,4
5282,4
5283,4
5284,3
5285,3
5286,1
5287,6
5288,4
5289,6
5290,1
5291,6
5292,1
5293,1
5294,6
5295,0
5296,0
5297,3
5298,6
5299,1
5300,3
5301,6
5302,3
5303,3
5304,3
5305,3
5306,6
5307,3
5308,3
5309,1
5310,4
5311,6
5312,3
5313,1
5314,3
5315,3
5316,3
5317,3
5318,3
5319,4
5320,3
5321,1
5322,3
5323,3
5324,1
5325,6
5326,3
5327,1
5328,4
5329,4
5330,3
5331,3
5332,3
5333,0
5334,3
5335,2
5336,6
5337,1
5338,1
5339,1
5340,3
5341,6
5342,3
5343,3
5344,1
5345,3
5346,6
5347,4
5348,6
5349,4
5350,4
5351,4
5352,6
5353,0
5354,1
5355,0
5356,3
5357,3
5358,4
5359,4
5360,1
5361,3
5362,1
5363,0
5364,0
5365,4
5366,3
5367,1
5368,1
5369,1
5370,3
5371,6
5372,3
5373,4
5374,4
5375,0
5376,4
5377,1
5378,6
5379,3
5380,1
5381,1
5382,3
5383,3
5384,1
5385,1
5386,1
5387,1
5388,3
5389,6
5390,6
5391,1
5392,4
5393,4
5394,1
5395,6
5396,3
5397,1
5398,6
5399,6
5400,1
5401,1
5402,4
5403,0
5404,0
5405,3
5406,3
5407,0
5408,3
5409,3
5410,3
5411,4
5412,3
5413,1
5414,6
5415,3
5416,3
5417,0
5418,0
5419,3
5420,3
5421,3
5422,3
5423,4
5424,4
5425,4
5426,4
5427,1
5428,5
5429,1
5430,3
5431,1
5432,1
5433,1
5434,4
5435,3
5436,0
5437,3
5438,5
5439,1
5440,1
5441,0
5442,3
5443,1
5444,1
5445,0
5446,3
5447,3
5448,3
5449,4
5450,4
5451,4
5452,3
5453,1
5454,3
5455,0
5456,4
5457,1
5458,3
5459,3
5460,0
5461,6
5462,4
5463,1
5464,0
5465,1
5466,1
5467,3
5468,3
5469,3
5470,3
5471,0
5472,3
5473,1
5474,4
5475,4
5476,3
5477,4
5478,3
5479,3
5480,1
5481,3
5482,4
5483,3
5484,4
5485,4
5486,4
5487,6
5488,4
5489,6
5490,3
5491,0
5492,3
5493,6
5494,4
5495,3
5496,1
5497,6
5498,1
5499,3
5500,1
5501,3
5502,3
5503,1
5504,1
5505,6
5506,4
5507,1
5508,0
5509,6
5510,1
5511,1
5512,3
5513,0
5514,3
5515,6
5516,3
5517,3
5518,0
5519,4
5520,1
5521,6
5522,3
5523,4
5524,1
5525,1
5526,0
5527,4
5528,3
5529,3
5530,1
5531,2
5532,3
5533,3
5534,3
5535,3
5536,0
5537,1
5538,0
5539,3
5540,1
5541,4
5542,3
5543,0
5544,6
5545,1
5546,3
5547,0
5548,3
5549,4
5550,1
5551,4
5552,1
5553,1
5554,3
5555,3
5556,3
5557,3
5558,1
5559,6
5560,3
5561,4
5562,3
5563,3
5564,1
5565,4
5566,4
5567,3
5568,1
5569,1
5570,6
5571,6
5572,4
5573,3
5574,1
5575,6
5576,3
5577,1
5578,6
5579,4
5580,3
5581,1
5582,1
5583,6
5584,3
5585,3
5586,1
5587,3
5588,4
5589,0
5590,3
5591,6
5592,1
5593,1
5594,6
5595,4
5596,4
5597,4
5598,3
5599,3
5600,3
5601,1
5602,1
5603,3
5604,4
5605,3
5606,4
5607,1
5608,4
5609,3
5610,1
5611,0
5612,3
5613,1
5614,1
5615,2
5616,0
5617,1
5618,4
5619,1
5620,4
5621,4
5622,1
5623,3
5624,6
5625,4
5626,4
5627,1
5628,3
5629,3
5630,3
5631,0
5632,1
5633,3
5634,6
5635,4
5636,3
5637,3
5638,6
5639,3
5640,6
5641,0
5642,1
5643,1
5644,1
5645,1
5646,6
5647,1
5648,1
5649,1
5650,4
5651,1
5652,3
5653,4
5654,3
5655,4
5656,3
5657,3
5658,6
5659,1
5660,6
5661,3
5662,3
5663,3
5664,1
5665,1
5666,1
5667,1
5668,1
5669,6
5670,0
5671,6
5672,1
5673,3
5674,1
5675,1
5676,3
5677,1
5678,6
5679,3
5680,1
5681,6
5682,1
5683,3
5684,1
5685,0
5686,1
5687,1
5688,6
5689,3
5690,3
5691,3
5692,1
5693,6
5694,1
5695,2
5696,4
5697,3
5698,6
5699,6
5700,3
5701,0
5702,6
5703,4
5704,1
5705,6
5706,3
5707,1
5708,4
5709,6
5710,3
5711,4
5712,3
5713,0
5714,1
5715,4
5716,3
5717,3
5718,4
5719,3
5720,4
5721,3
5722,1
5723,0
5724,6
5725,3
5726,2
5727,3
5728,1
5729,4
5730,6
5731,6
5732,1
5733,6
5734,4
5735,3
5736,3
5737,1
5738,4
5739,4
5740,3
5741,4
5742,1
5743,3
5744,4
5745,6
5746,0
5747,4
5748,1
5749,1
5750,1
5751,1
5752,3
5753,0
5754,6
5755,1
5756,1
5757,3
5758,1
5759,1
5760,3
5761,4
5762,4
5763,0
5764,3
5765,3
5766,0
5767,1
5768,3
5769,1
5770,3
5771,4
5772,4
5773,3
5774,4
5775,3
5776,1
5777,1
5778,0
5779,4
5780,1
5781,6
5782,3
5783,1
5784,1
5785,1
5786,3
5787,0
5788,3
5789,1
5790,1
5791,3
5792,1
5793,3
5794,3
5795,1
5796,4
